Name,Date of birth,Date of death,Remarks,ASA Botanist ID,GUID,Variant name,Author name,B & P Author Abbrev.,Standard/Label Name,Full Name,Geography Collector,Specialty Author,Citation as Author,Citation as Collector,Member of teams/groups,Holdings,Collections in,Collector Teams:,URL,Geography Author,Specialty Collector,Author in,Author Teams:,Start Date,End Date,First date collected,Geography Determiner,Specialty Determiner,First date flourished,Last date collected,Citation as Determiner,Last date flourished,Specialty,Vernacular name,First date received
"Wright, Charles (Carlos)",1811,1885,"[author note: Herbarium and types: GH (general collections); US (Ringgold Expedition). Collected in Cuba, Nicaragua, Dominican Republic, southwestern United States and on Ringold and Rodgers Pacific Exploring Expedition] [collector note: GH (orig.), FH, US, duplicates widely distributed by A. Gray. Connecticut: NEBC. Botanist on the Pacific Exploring Expedition un Capt. Ringgold and Commander Rodgers, 1853-1856. Loo Choo Isls. [Ryukyus] (col. 1854) - few specimens with name of island where collected: GH, US; R.A. Howard. 1988. Charles Wright in Cuba, 1856-67.]",150088 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d1aa0210-f17d-40fe-add4-eea8c778c1dc,"Carlos Wright; Charles Wright; Charles(Carlos) Wright; Wright, Chas.; Chas. Wright",C. Wright,C. Wright,C. Wright,"Wright, Charles (Carlos)","Australia (Country), Cuba, Dominican Republic, Hong Kong, Japan, Mexico, Nicaragua, South Africa, United States of America",Pteridophytes; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht","Index Herbariorum - Collectors T-Z; Walker, E. J. 1976. Fl. Okinawa S. Ryukyu I.",,Search for specimens collected by C. Wright,"[no date] (2481),  1829 (1),  1831 (1),  1840 (4),  1844 (1),  1845 (22),  1846 (5),  1847 (8),  1848 (212),  1849 (1256),  1850 (14),  1851 (1666),  1852 (498),  1853 (1241),  1854 (95),  1855 (79),  1856 (405),  1857 (37),  1858 (6),  1859 (475),  1860 (962),  1861 (5),  1862 (5),  1863 (11),  1864 (3),  1865 (159),  1866 (2),  1868 (5),  1869 (3),  1870 (2),  1871 (3),  1872 (2),  1873 (1),  1874 (3),  1875 (17),  1876 (7),  1877 (2),  1878 (171),  1879 (111),  1880 (21),  1881 (29),  1882 (297),  1883 (166),  1884 (156),  1885 (14),  1896 (1),  1899 (1),  1912 (1),  1949 (6)","C. Wright & J. M. Bigelow  C. C. Parry, J. M. Bigelow, C. Wright & A. C. V. Schott  C. Wright, C. C. Parry & H. Brummel  C. Wright & J. Small  C. Wright & Miss Wright  C. Wright & Moldenke  C. Wright & Grisebach  C. Wright & Sauvalle",,United States of America,Algae; Fungi; Lichens; Phanerogams,,C. Wright & Moldenke  C. Wright & Grisebach  C. Wright & Sauvalle,,,,,,,,,,,,
"Young, C. W.",,,[Collection: Citharexylum spinosum L. specimen (NY; https://sweetgum.nybg.org/science/vh/specimen-details/?irn=1585963 ],,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3f0ba4ae-ccb2-4f13-acb8-b9d8eab60e74,,,,C. W. Young,"Young, C. W.",Dominican Republic,,,Name from: Thomas A. Zanoni (NY),,,,"S. A. Thompson, J. E. Rawlings, C. W. Young & R. L. Davidson",,,Spermatophytes,,,,,1991,,,,,,,,,
"Zanoni, Thomas A.",1949,,"[author note: Herbarium and types: JBSD, NY] [collector note: in Dominican Republic 1980-1993]",150824 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d6648cbb-7ff7-431f-8d69-1ffd8aa4c139,"Thomas A. Zanoni; Zanoni, T. A.; Zanoni, Thomas A. et alia",Zanoni,Zanoni,T. A. Zanoni,"Zanoni, Thomas A.","Dominican Republic, Haiti, United States of America",Spermatophytes,"Index Herbariorum, ed. 8: 97. 1990",Index Herbariorum - Collectors T-Z,,Search for specimens collected by T. A. Zanoni,"1984 (2),  2001 (6)","J. T. Mickel, T. A. Zanoni, M. M. Mejia & J. D. Pimental  T. A. Zanoni & Jimenez  T. A. Zanoni & J. D. Pimental Baez  T. A. Zanoni, M. M. Mejía, J. D. Pimentel Baez & R. G. García G.  T. A. Zanoni, J. D. Pimentel Baez & R. G. García G.  T. A. Zanoni, M. M. Mejia Pimental & J. D. Pimentel Baez  T. A. Zanoni et al.  T. A. Zanoni & R. G. Garcia G.  T. A. Zanoni, R. G. Garcia G. & A. Cabral  T. A. Zanoni, M. M. Mejía & R. G. García G.  T. A. Zanoni & M. M. Mejía  R. W. Sanders, T. A. Zanoni, & J. D. Pimentel Baez  Mejía & Zanoni  Zanoni & M. M. Mejia  Zanoni & Mejía  Zanoni & Barneby  T. Zanoni, R.A. Howard, E.S. Howard  M. M. Mejia Pimentel, Const. Ramirez & T. A. Zanoni  T. A. Zanoni & M. Cabral  T. A. Zanoni, A. Cabral & F. Rodríguez M.  T. A. Zanoni, M. M. Mejíal, J. D. Pimentel Baez & J. T. Mickel  T. A. Zanoni & J. D. Pimentel Baez  T. A. Zanoni, M. M. Mejía & Const. Ramirez  T. A. Zanoni, R. A. Howard & E. S. Howard  M. M. Mejía & T. A. Zanoni  T. M. Zanoni, M. M. Mejia & J. D. Pimentel",,"Dominican Republic, United States of America",Bryophytes; Lichens,,Mejía & Zanoni  Zanoni & M. M. Mejia  Zanoni & Mejía  Zanoni & Barneby,,,,,,,,,,,,
"Adams, Charles Dennis",,,"[author note: Herbarium and types: FR, MO, TRIN. Flora Mesoamericana. Portrait in: Fern Gaz. 16(1,2): 1. 2000] [collector note: FR, MO, TRIN. Portrait in: Fern Gaz. 16(1,2): 1. 2000]. Example of Names Published: Crassocephalum togoense C. D. Adams in J. W. African Sci. Assoc. 1(1): 27. 1954. Turnera zeasperma C. D. Adams in Phytologia 20(5): 313. 1970. research: Vascular plants of the Caribbean; ecology; phytogeography.",100754 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3aa4ea76-748b-4c05-a595-882d4e3dda2b,"Adams, C. D.",C. D. Adams,,Chas. D. Adams,"Adams, Charles Dennis","Ghana, Jamaica, Trinidad and Tobago, United States of America",Pteridophytes; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY; Obit in Brit. Pterid. Soc. Bull. 6(4): 344-345. 2005 (incl. portr.) (via Eugenia Molina, Mexico)","Index Herbariorum, ed. 8; Cour. Forsch.-Inst. Senckenberg 217: 127-201. 1999",,Search for specimens collected by Chas. D. Adams,"1930 (1),  1936 (1),  1937 (1),  1938 (9),  1939 (3),  1940 (4),  1943 (3),  1949 (2),  1954 (1),  1959 (1),  1960 (11),  1961 (9)","Mrazek, F. Craighead & C. D. Adams",,"Trinidad, United States of America",Phanerogams; Pteridophytes,Fl. Pl. Jamaica,C. D. Adams & Hespenheide,1920,2005,,,,,,,,,,
"Allen, Charles Grant Blairfindie",1848,1899,[author note: Herbarium and types unknown],167596 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/413d662f-2f18-41dc-961d-19134cc7f36a,Charles Grant Blairfindie Allen,C. G. B. Allen,C. G. B. Allen,C. G. B. Allen,"Allen, Charles Grant Blairfindie",,Spermatophytes,"Taxon. Lit., ed. 2 (TL2), Suppl. 1",,,,,,,"Canada, Jamaica",,,,,,,,,,,,,,,
"Bailey, Liberty Hyde",1858,1954,"[author note: Herbarium and types: BH; additional material at B, BM, BUF, C, CU, F, FLA, HH, IAC, ILL, K, L, LCU, MICH, MIN, MSC, NH, NY, OKLA, PH, TEX, US] [collector note: A, BH, BM, BUF, C, CU (orig.), F, GH, IAC, ILL, K, L, LCU, MIN, MSC, NH, NY, P, PH, US]",100677 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/86267c52-ba02-42e8-87ea-9d58d970488e,"Bailey, L. H.; Liberty Hyde Bailey; Liberty Hyde Bailey, Jr.; L. H. Bailey, Jr.",L. H. Bailey,L. H. Bailey,L. H. Bailey,"Bailey, Liberty Hyde","Bahamas, China, Colombia, Cuba, Haiti, Jamaica, United States of America, Venezuela",Pteridophytes; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxon. Lit., ed. 2 (TL2), Suppl. 1",Index Herbariorum - Collectors A-D,,Search for specimens collected by L. H. Bailey,"[no date] (1),  1879 (1),  1880 (12),  1882 (7),  1883 (22),  1884 (10),  1885 (16),  1886 (47),  1887 (8),  1888 (21),  1890 (1),  1891 (3),  1893 (2),  1895 (1),  1897 (1),  1898 (1),  1910 (1),  1915 (1),  1917 (25),  1922 (3),  1925 (2),  1927 (1),  1929 (3),  1930 (1),  1931 (1),  1932 (2),  1935 (2),  1936 (3),  1937 (5),  1941 (1),  1942 (1),  1945 (11),  1946 (1)","N. L. Britton, W. G. Freeman & L. H. Bailey  J. C. Arthur, E. W. D. Holway & L. H. Bailey  L. H. Bailey & E. Z. Bailey  E. M. East, C. T. Brues & L. H. Bailey  Geo. G. Kennedy & L. H. Bailey  C. A. Weatherby & L. H. Bailey  J. C. Arthur, L. H. Bailey & E. W. D. Holway",http://en.wikipedia.org/wiki/Liberty_Hyde_Bailey,United States of America,Phanerogams,"Stand. Cycl. Hort.; Cycl. Amer. Hort. [L.H.Bailey]; Cycl. Amer. Hort., ed. 2 [L.H.Bailey]; Cycl. Amer. Hort., ed. 3 [L.H.Bailey]; Cycl. Amer. Hort., ed. 4 [L.H.Bailey]; Hortus Second; Prelim. Syn. N. Amer. Carices; Man. Cult. Pl.; Cult. Conif. N. Amer.; Cat. N. Amer. Carices; Cat. N. Amer. Carices Suppl.; Sketch Evol. Fruits; Sketch Evol. Fruits, Ed. 2; Hortus [Bailey]; N. Amer. Carices [Exsicc.]",,,,,,,,,,,,,
"Baldwin, William",1779,1819,"[author note: Herbarium and types: PH (through Schweinitz and Lambert); duplicates at DWC, LASCA, MANCH, P-DU, WECO, WLU] [collector note: ""Congress"" voyage (1817-1818); CHARL, LAM, NY, PH (orig.)]",112458 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/37656846-189c-4ad8-b987-28f0b901d1be,Dr. Baldwin; William Baldwin,Baldwin,Baldwin,W. Baldwin,"Baldwin, William","Argentina, Barbados, Bermuda, Brazil, Chile, Colombia, Ecuador, Haiti, Jamaica, Panama, Peru, United States of America, Uruguay",Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxon. Lit., ed. 2 (TL2), Suppl. 1",Index Herbariorum - Collectors A-D; Castanea. Occas. Pap. E. Bot. 23. 2002,,Search for specimens collected by W. Baldwin,"[no date] (3),  1819 (1)",,http://en.wikipedia.org/wiki/William_Baldwin_%28botanist%29,United States of America,Phanerogams,,,,,,,,,,,,,,
"Bancroft, Edward Nathaniel",1772,1842,"[author note: Herbarium and types: K; additional material at CGE] [collector note: CGE, K]",129794 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/cf1fa7cb-89f8-4328-84c1-a7e93bccb85f,Edward Nathaniel Bancroft,Bancroft,Bancr.,E. N. Bancroft,"Bancroft, Edward Nathaniel",Jamaica,Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxon. Lit., ed. 2 (TL2), Suppl. 1",Index Herbariorum - Collectors A-D,,,,,,"Egypt, Portugal",Phanerogams,,,,,,,,,,,,,,
"Bertero, Carlo Luigi Giuseppe",1789,1831,"D. Bertero = Dominus Betero (= Lord Betero). It was customary to cite the prefix ""D."" preceding surnames. [author note: Herbarium and types: TO; duplicates at G-DC; additional material at AWM, B, BM, BO, BOLO, CGE, CN, E, F, FI, G, G-DC, GH, GOET, HAL, HH, K, KIEL, L, LE, M, MEDEL, MO, MPU, NCY, OXF, P, PC, PH, S, SGP, TCD, WB, WRSL] [collector note: AWM, B, BM, BO, BOLO, CGE, CN, E, F, FI, G, G-DC, GH, GOET, HAL, HH, K, KIEL, L, LE, M, MEDEL, MO, MPU, NCY, OXF, P, PC, PH, S, SGP, TCD, TO (orig.) WB, WRSL]",164344 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f6d169bb-a04a-4077-af0c-f70b1d8d117f,"Bertero, Carlo Giuseppe; Carlo Luigi Giuseppe Bertero; D. Bertero",Bertero,Bertero,C. L. G. Bertero,"Bertero, Carlo Luigi Giuseppe","Chile, Colombia, Dominican Republic, Italy, Jamaica, Mexico",Pteridophytes; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht; Taxon. Lit., ed. 2 (TL2)/S",Index Herbariorum - Collectors A-D,,Search for specimens collected by C. L. G. Bertero,"[no date] (9),  1828 (4),  1829 (5),  1830 (3)",C. L. G. Bertero & J. A. Moerenhout,,"Chile, Italy",Bryophytes; Hepatics; Lichens; Phanerogams; Pteridophytes,,,,,,,,,,,,,,
"Boza, T. E.",,,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6611c35f-796b-4243-8493-ea1dc272a7f2,T. E. Boza,,,T. E. Boza,"Boza, T. E.",,,,,,,,T. Boza & M. Kessler,,,,,T. Boza & M. Kessler,,,,Jamaica,Spermatophytes,,,,,,,2010
"Braem, Guido Jozef",1944,,"[author note: Orchids, Liliaceae & Carniv. Pl.] [collector note: SCHLE]",115612 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/28435c4b-39bd-4dea-9dea-069995943f5b,Guido J. Braem,Braem,Braem,G. J. Braem,"Braem, Guido Jozef","Brazil, Canada, China, Costa Rica, Cuba, Dominican Republic, Ecuador, Haiti, Indonesia, Jamaica, Malaysia, Papua New Guinea, Peru, Singapore, United States of America",Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; pers. comm.",pers. comm.,,,,,,"Brazil, Germany",Phanerogams,,,,,,,,,,,,,,
"Bretting, Peter K.",,,[collector note: AMES],172311 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/48b36134-c5a7-496a-8871-a58e5ae64303,"Peter K. Bretting; Bretting, P. K.",Bretting,Bretting,P. K. Bretting,"Bretting, Peter K.",Jamaica,Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew",Habenaria quinqueseta (Michx.) Sw. specimen at AMES,,Search for specimens collected by P. K. Bretting,"1982 (2),  1983 (6)",,,United States of America,Phanerogams,,,,,,,,1982,,,,,,
"Britton, Elizabeth Gertrude",1858,1934,"[author note: Herbarium and types: NY; additional material at B, DBN, F, FH, K, LE, MICH, MO, PC, US. Wife of N. L. Britton] [collector note: F, GH, K, LE, MICH, MO, NY, PC, US]",101082 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/89baddd4-c900-4c9d-97ae-0774f7927ed5,"Britton, Elizabeth Gertrude, Mrs.; Elizabeth Gertrude Britton; née Knight",E. Britton,E. Britton,E. G. Britton,"Britton, Elizabeth Gertrude","Bahamas, Barbados, Jamaica, Trinidad and Tobago, United States of America",Bryophytes; Pteridophytes; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht; Taxon. Lit., ed. 2 (TL2)/S",Index Herbariorum - Collectors A-D,,Search for specimens collected by E. G. Britton,"[no date] (21),  1864 (1),  1866 (1),  1881 (1),  1883 (1),  1885 (4),  1886 (1),  1887 (4),  1888 (4),  1889 (6),  1890 (1),  1892 (7),  1893 (10),  1894 (7),  1896 (9),  1897 (46),  1898 (32),  1899 (2),  1900 (26),  1901 (72),  1902 (1),  1904 (5),  1905 (33),  1906 (4),  1907 (1),  1908 (6),  1910 (1),  1912 (9),  1913 (3),  1914 (1),  1915 (1),  1919 (1),  1921 (5),  1922 (3),  1987 (1)","E. G. Britton & D. W. Marble  N. L. Britton, E. G. Britton & M. S. Brown  N. L. Britton, E. G. Britton & J. F. Kemp  E. G. Britton, M. A. Howe & J. A. Shafer  N. L. Britton, E. G. Britton & P. Wilson  N. L. Britton, E. G. Britton & C. S. Gager  N. L. Britton, E. G. Britton & J. F. Cowell  N. L. Britton & E. G. Britton  S. Brown, N. L. Britton & E. G. Britton, et al.  E. Britton & E. B. Bartram  N. L. Britton, E. G. Britton & T. E. Hazen-1  E. G. Britton & D. Coker  N. L. Britton, E. G. Britton, F. S. Earle & C. S. Gager  N. L. Britton, E. G. Britton & T. E. Hazen  N. L. Britton, E. G. Britton & F. W. Horne  N. L. Britton, E. G. Britton & F. S. Earle  N. L. Britton, E. G. Britton & P. Wilson  N. L. Britton, E. G. Britton & J. A. Shafer  N. L. Britton, E. G. Britton & M. Timmerman  A. M. Vail & E. G. Britton  G. G. Kennedy, E. G. Britton & J. F. Collins  E. G. Britton, G. G. Kennedy & J. F. Collins  E. G. Britton & A. M. Small  E. G. Britton & N. L. Britton  A. M. Small & E. G. Britton  E. G. Britton & A. M. Vail  N. L. Britton, E. G. Britton & W. G. Freeman  E. G. Britton, D. Coker & W. R. Rowland  N. L. Britton, E. G. Britton & D. W. Marble  J. K. Small, N. L. Britton, E. G. Britton & J. B. DeWinkeler  N. L. Britton, E. G. Britton & A. M. Vail  A. Brown, T. Hogg, A. M. Vail, M. Timmerman, N. L. Britton and E. G. Britton",,"Bahamas, United States of America",Bryophytes; Lichens; Phanerogams; Pteridophytes,Musci Leiberg.; Mosses Kootnai,E. Britton & E. B. Bartram,,,,,,,,,,,,
"Britton, Nathaniel Lord",1859,1934,"[author note: Herbarium and types: NY; additional material at B, BM, F, G, GH, K, LE, LS, MICH, MO, OXF, P, S, TRIN, US. Founder and first director of New York Botanical Garden. Husband of Elizabeth Gertrude Britton] [collector note: NY, B, F, GH, K, F, GH, MO, US, AMES, BM, LE, MICH, NY, OXF, P]",100068 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/045daeef-fc9e-4660-9edb-928450d0a88c,"Britton, Nathaniel Lord et alia; Nathaniel Lord Britton",Britton,Britton,N. L. Britton,"Britton, Nathaniel Lord","Bahamas, Bermuda, Cuba, Haiti, Italy, Jamaica, Trinidad and Tobago, United States of America",Bryophytes; Fungi and Lichens; Pteridophytes; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew",Index Herbariorum - Collectors A-D,,Search for specimens collected by N. L. Britton,"[no date] (2),  1849 (1),  1859 (1),  1877 (1),  1879 (15),  1882 (1),  1883 (1),  1885 (1),  1886 (1),  1887 (13),  1889 (4),  1890 (1),  1892 (2),  1894 (4),  1895 (2),  1899 (1),  1900 (1),  1901 (6),  1903 (3),  1904 (2),  1905 (1),  1906 (42),  1907 (1),  1908 (21),  1909 (1),  1910 (3),  1913 (1),  1917 (3),  1918 (1),  1919 (1),  1920 (15),  1921 (6),  1923 (1),  1926 (1)","N. L. Britton, T. E. Hazen & W. G. Freeman  N. L. Britton & F. S. Earle  N. L. Britton, W. G. Freeman & L. H. Bailey  N. L. Britton, F. S. Earle & P. Wilson  N. L. Britton, J. F. Cowell & S. Brown  N. L. Britton, P. Wilson & A. D. Selby  N. L. Britton, W. G. Freeman & W. Nowell  N. L. Britton & S. Brown  N. L. Britton & E. M. Bruner  S. Brown, N. L. Britton & P. Bisset  W. C. Fishlock & N. L. Britton  N. L. Britton & L. J. K. Brace  W. G. Freeman & N. L. Britton  N. L. Britton & T. E. Hazen  N. L. Britton et al.  N. L. Britton & C. F. Millspaugh  N. L. Britton, E. G. Britton & M. S. Brown  C. A. Hollick, N. L. Britton & W. D. Noble  N. L. Britton & A. Hollick  N. L. Britton & W. E. Hess  N. L. Britton, E. G. Britton & J. F. Kemp  N. L. Britton & J. F. Cowell  C. A. Hollick & N. L. Britton  S. Brown & N. L. Britton  N. L. Britton, E. G. Britton & P. Wilson  S. Brown, N. L. Britton & F. J. Seaver  N. L. Britton, E. G. Britton & C. S. Gager  N. L. Britton, W. G. Freeman & (Sir) F. Watts  N. L. Britton, E. G. Britton & J. F. Cowell  N. L. Britton, T. E. Hazen & W. Mendelson  N. L. Britton & E. G. Britton  N. L. Britton & W. G. Freeman  D. Coker, W. C. Coker & N. L. Britton  W. H. Harris & N. L. Britton  S. Brown, N. L. Britton & E. G. Britton, et al.  N. L. Britton & P. Wilson  N. L. Britton & W. C. Fishlock  L. J. K. Brace, Mrs. E. G. Britton & N. L. Britton  N. L. Britton, J. F. Cowell & W. E. Hess  C. S. Gager & N. L. Britton  N. L. Britton, W. E. Broadway & T. E. Hazen  Britton & Rose  Britton & P. Wilson  Britton & Killip  Britton & A. Brown  Britton & Millspaugh  Porter & Britton  Britton & S. F. Blake  Britton & Hollick  Urban & Britton  Britton & B. L. Robinson  Morong & Britton  Britton & Rusby  Britton & Paul G. Wilson  Britton & Harris  Rydberg & Britton  Britton & Small  Britton & Urban  Britton & Shafer  Britton & Kearney  Britton & E. G. Baker  Britton & Pittier  Britton, Sterns & Poggenburg  Bessey & Britton  Britton, Stearn & Poggenburg  Britton & Wilson  N. L. Britton, T. E. Hazen and Walter Mendelson  Britton, N. L. & Mendelson, Walter  N. L. Britton, E. G. Britton & T. E. Hazen-1  N. L. Britton & J. A. Shafer  N. L. Britton, J. F. Cowell & B. H. Dutcher  N. L. Britton, E. G. Britton, F. S. Earle & C. S. Gager  N. L. Britton, J. F. Cowell & J. A. Shafer  N. L. Britton, J. F. Cowell & Bro. León  N. L. Britton, J. F. Cowell & J. A. Shafer  N. L. Britton, E. G. Britton & T. E. Hazen  N. L. Britton, E. G. Britton & F. W. Horne  N. L. Britton, E. G. Britton & F. S. Earle  Millsp. & Britton  N. L. Britton, E. G. Britton & P. Wilson  N. L. Britton, J. Matz & C. E. Chardon  N. L. Britton, E. G. Britton & J. A. Shafer  N. L. Britton, F. S. Earle & C. S. Gager  F. V. Coville & N. L. Britton  N. L. Britton, E. G. Britton & M. Timmerman  E. G. Britton & N. L. Britton  N. L. Britton & W. E. Broadway  N. L. Britton, E. G. Britton & W. G. Freeman  N. L. Britton, F. L. Stevens & W. E. Hess  N. L. Britton & W. Nowell  N. L. Britton & W. Mendelson  N. L. Britton, E. G. Britton & D. W. Marble  J. K. Small, N. L. Britton, E. G. Britton & J. B. DeWinkeler  Thom. Hogg, J. I. Northrop & N. L. Britton  N. L. Britton, E. G. Britton & A. M. Vail  J. K. Small, N. L. Britton & J. B. DeWinkeler  A. Brown, T. Hogg, A. M. Vail, M. Timmerman, N. L. Britton and E. G. Britton  J. K. Small & N. L. Britton",http://en.wikipedia.org/wiki/Nathaniel_Lord_Britton,"Bahamas, Cuba, United States of America",Lichens; Phanerogams,"Man. Fl. N. States (Britton); Bahama Fl. [Britton & Millspaugh]; Prelim. Cat.; Ill. Fl. N. U.S. [Britton & Brown]; Ill. Fl. N. U.S. [Britton & Brown], ed. 2.; Cat. Pl. New Jersey; Man. Fl. N. States [ed. 2].; Man. Fl. N. States (ed. 3); New N. Amer. Crassul.; Cactaceae (Britton & Rose); N. Amer. Trees; Fl. Bermuda; Fl. Richmond Co.; Cat. Fl. New Jersey","Hollick & Britton  Britton & Rose  Britton & P. Wilson  Britton & Killip  Britton & A. Brown  Britton & Millspaugh  Porter & Britton  Britton & S. F. Blake  Britton & Hollick  Urban & Britton  Britton & B. L. Robinson  Morong & Britton  Britton & Rusby  Britton & Paul G. Wilson  Britton & Harris  Rydberg & Britton  Britton & Small  Britton & Urban  Britton & Shafer  Britton & Kearney  Britton & E. G. Baker  Britton & Pittier  Britton, Sterns & Poggenburg  Bessey & Britton  Britton, Stearn & Poggenburg  Britton & Wilson  Millspaugh & Britton  Coville & Britton",,,,,,,,,,,,
"Brown, Stewardson",,,"[author note: PH, specimens from Canada at GH, from West Indies at NY] [collector note: col. 1908-12: B, F, NY, US; FH, GH (orig., B.C., Alta), MO (Alta), PUR, US; US; S. & E. United States: PH]",102623 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b44749a2-5130-4b1b-8e85-c42827286dac,"Stewardson Brown; Brown, Stewartson; Stewardson Brown",S. Brown,S.Br.,Stew. Brown,"Brown, Stewardson","Bermuda, Canada, Jamaica, Puerto Rico, United States of America",Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors A-D; Puerto Rico collection info from Laurent Daillie; example of rust fungus collection (FH) Puccinia drabae,,Search for specimens collected by Stew. Brown,"[no date] (1),  1894 (1),  1899 (1),  1901 (2),  1904 (4),  1906 (498),  1907 (5),  1908 (173),  1909 (4),  1910 (2),  1913 (1),  1980 (1)","N. L. Britton, J. F. Cowell & S. Brown  N. L. Britton & S. Brown  S. Brown, N. L. Britton & P. Bisset  S. Brown & N. L. Britton  P. Brown & S. Brown  S. Brown, N. L. Britton & F. J. Seaver  S. Brown, N. L. Britton & E. G. Britton, et al.  F. E. Bond, T. S. Gillin, & S. Brown",,United States of America,,Alpine Fl. Canad. Rocky Mts.,,1867,1921,,,,,,,,,,
