Name,First date flourished,Remarks,ASA Botanist ID,GUID,Variant name,Author name,B & P Author Abbrev.,Standard/Label Name,Full Name,Geography Author,Geography Collector,Specialty Author,Specialty Collector,Citation as Author,Citation as Collector,Member of teams/groups,Collector Teams:,Author Teams:,Date of birth,Date of death,Author in,Holdings,Collections in,First date collected,Start Date,URL,Last date flourished,Last date collected,Citation as Determiner,End Date,Geography Determiner,Specialty Determiner
"Folsom, James Phillip",,"[author note: HNT: Orchidaceae] [collector note: HNT, LL, MO]",149111 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a1a1a5c1-7c4c-4524-80b6-22f27fd7f7bf,"Folsom, J. P.; Folsom, James P.; Folsom, James Phillip et alia; James Phillip Folsom",Folsom,Folsom,J. P. Folsom,"Folsom, James Phillip","Costa Rica, Panama","Panama, United States of America",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY","Index Herbariorum, ed. 8",,"J. P. Folsom, R. L. Dressler & R. B. Channel  J. P. Folsom, R. L. Dressler & K. Dressler  J. P. Folsom, R. L. Hartman & R. L. Dressler  J. P. Folsom & A. Jaslon  J. P. Folsom, G. Small & R. Robbins  J. P. Folsom & J. D. Mauseth  J. P. Folsom & Lantz  L. A. de Escobar, J. P. Folsom, J. Brand M. & D. Sanchez  J. P. Folsom & Edwards  J. P. Folsom et al.  E. Hágsater, R. L. Dressler & J. P. Folsom  J. P. Folsom & R. Page  J. P. Folsom, J. Contrerra & Brijilio  J. P. Folsom & G. A. de Monte  J. P. Folsom & R. Robinson  J. P. Folsom, R. L. Hartman & H. P. Butcher  J. P. Folsom & L. E. Skog  T. B. Croat & J. P. Folsom  J. P. Folsom, L. Collins & G. A. de Monte  J. P. Folsom & L. Collins  J. P. Folsom, H. P. Butcher, R. B. Channell, R. L. Dressler & K. Dressler",,1950,,,Search for specimens collected by J. P. Folsom,"1977 (4),  1978 (3),  1981 (3)",,,,,,,,,
"Formoso, C.",,collected with R. A. Aguilar,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/672d72cd-b81c-46e1-98dc-6d9249c380da,,,,C. Formoso,"Formoso, C.",,Costa Rica,,Spermatophytes,,type (GH) Sloanea eugenifloresiae Aguilar & Santamaria,,"R. A. de J. Aguilar F., N. Martín, C. Formoso & M. H. Grayum",,,,,,,1992,,,,,,,,
"Foster, Robin Bradford",,"[author note: F; Trop. Pl. Comm. Ecology, Floristics & Conservation [Foster provided the data on 6 Apr 2000]] [collector note: COL, DUKE, F, GH, IBE, LPB, MICH, MO, NY, PMA, QCA, QCNE, SCZ, STRI, USM, USZ [Foster provided a portion of the data on 6 Apr 2000]]",104907 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/cea41b21-b35e-4215-94ff-834ce3778027,"Robin Foster; Foster, R. B.",R. B. Foster,,R. B. Foster,"Foster, Robin Bradford",United States of America,"Bolivia, Colombia, Costa Rica, Ecuador, Panama, Papua New Guinea, Peru, United States of America",Spermatophytes,Phanerogams,Annals of the Missouri Botanical Garden,"Index Herbariorum, ed. 8; Annals of the Missouri Botanical Garden",,"R. B. Foster, H. P. Brokaw & N. Brokaw  R. B. Foster, M. Chanco & J. Alban C.  H. Beltrán S., R. B. Foster & W. S. Alverson  R. B. Foster & H. Kennedy  R. B. Foster, M. Chanco, J. Alban C. & D. N. Smith  R. B. Foster, M. Chanco, D. N. Smith & J. Alban C.  R. B. Foster & T. Lowenbach  K. Romoleroux, M. S. Bass, R. B. Foster & G. Villa  S. D. Knapp, R. B. Foster, J. Mallet & M. J. Huft  R. B. Foster, A. Herre, E. Kalko & C. Handley  R. B. Foster & T. B. Croat  R. B. Foster & S. Baldeon  H. Beltrán S. & R. B. Foster  R. L. Wilbur, J. A. Teeri & R. B. Foster  R. B. Foster, B. d'Achille & A. Brack  D. N. Smith & R. B. Foster  R. B. Foster & H. Beltran S.  K. Romoleroux & R. B. Foster  R. B. Foster & T. S. Wachter  R. L. Wilbur, R. E. Weaver, R. B. Foster & M. D. Correa  R. B. Foster & Janson  H. Kennedy & R. B. Foster  B. E. Hammel, R. B. Foster & L. A. McDade  R. B. Foster et al.  R. B. Foster & D. N. Smith  J. W. Terborgh & R. B. Foster  R. Foster & B. d'Achille  J. L. Luteyn & R. B. Foster  Roberto Aguinda, Robin Foster, Margaret Metz & Terra Theim",,1945,,,Search for specimens collected by R. B. Foster,"1969 (2),  1970 (5),  1979 (1),  1982 (3),  1984 (2)",,,,,,,,,
"Friedrichsthal, Emanuel Ritter von",,"[collector note: Central America (incl. St. Thomas; Coll. 1841): BR (1861), CN, F, G, K, W (orig.), WU; Greece (Coll. 1834-35), Macedonia, Serbia, Rumelia, Athos (coll. 1836-39): W (orig.)]",168170 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8611a759-3166-42b2-b60b-badf419ea400,"Emanuel Ritter von Friedrichsthal; Friedrichsthal, Emanuel von",Friedrichsthal,Friedr.,E. R. Friedrichsthal,"Friedrichsthal, Emanuel Ritter von",,"Costa Rica, Greece, Guatemala, Nicaragua, North Macedonia, Panama, Yugoslavia",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew",Index Herbariorum - Collectors E-H,,,,1809,1842,,Search for specimens collected by E. R. Friedrichsthal,[no date] (4),,,,,,,,,
"Frost, E.",,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b164bd81-66b8-4b36-bb9a-1bb7ada98c6a,,,,E. Frost,"Frost, E.",,Costa Rica,,Spermatophytes,,,,J. F. Smith & E. Frost,,,,,,,,1987,,,,,,,
"Fulop, D.",,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/bf81e2ac-bab0-404b-ae77-4fdf82fbee9b,,,,D. Fulop,"Fulop, D.",,Costa Rica,,Spermatophytes,,,,B. Boyle & D. Fulop,,,,,Search for specimens collected by D. Fulop,"2005 (1),  2006 (1)",,2002,,,,,,,
"Gahagen, Benjamin",2015,[author note: Clusiaceae],,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6822e198-3bd5-45c9-9638-6e06660bed01,,Gahagen,,B. Gahagan,"Gahagen, Benjamin",Costa Rica,,Spermatophytes,,Systematic Botany; Quarterly Journal of the American Society of Plant Taxonomists,,,,,,,,,,,,,,,,,,
"Garcia Castro, Joaquin B.",,"[author note: Asociacion Costarricense de Orquideologia, Apodo. 6351-1000, San Jose, Costa Rica; Obituary & Photogr. in: Lankesteriana 3: 1-3. 2002]",170601 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7048c9c2-4d87-43b8-86f5-5b93aed31661,Joaquin B. Garcia Castro,J. B. Garcia,J. B. Garcia,J. B. Garcia,"Garcia Castro, Joaquin B.",Costa Rica,,Spermatophytes,,"Lindleyana; Scientific Journal of the American Orchid Society. West Palm Beach, FL; Brenesia 39-40:163. 1993",,,D. E. Mora-Retana & J. B. Garcia,D. E. Mora-Retana & J. B. Garcia,1944,2001,,,,,,,,,,,,
"Garita M., Alfonso",2004,[author note: Inst. Nac. Biodiv. (INBio); Monochaetum],168048 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4cece743-9bcb-4688-9699-2ed33b81095e,Alfonso Garita M.,Garita,Garita,Garita,"Garita M., Alfonso",Costa Rica,,Spermatophytes,,Novon 14(3): 245. 2004.,,,,,,,,,,,,,,,,,,
"Garnier, Norvel",,"[collector note: Costa Rica, 1954; specimen with R. L. Rodríguez C.]",,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6a73c1a2-e9d8-4924-a749-b5e36cc0dae2,"Garnier, N.; N. Garnier",,,Norvel Garnier,"Garnier, Norvel",,Costa Rica,,Spermatophytes,,speicmen (GH) Rauvolfia canescens var. glabra,,,,,,,Search for specimens collected by Norvel Garnier,1954 (1),1954,,,,,,,,
"Gerlach, Günter",,"[author note: Syst. & Tax. Orchids, Pollination Biol., Chemotax.] [collector note: AMES, CICY, HEID, LPB, M, VEN,]",119013 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fa6ac17d-b2e1-43f1-8955-e1b861c68f20,Günther Gerlach,G. Gerlach,G. Gerlach,G. Gerlach,"Gerlach, Günter",Germany,"Bolivia, Colombia, Costa Rica, Mexico, Panama, Venezuela",Spermatophytes,Phanerogams,"Die Orchidee 42: 280. 1991; Authors of Plant Names. Royal Botanic Gardens, Kew; pers. comm.",Die Orchidee. Hamburg-Othmarschen & Hamburg,,"M. A. Blanco, F. Pupulin, H. León-Páez & G. Gerlach  G. Gerlach, T. Neudecker & Quijada  Rod. Vásquez & G. Gerlach  G. A. Romero, C. Gómez, L. M. Campbell & G. Gerlach  G. A. Romero & G. Gerlach  L. M. Campbell, G. A. Romero González & G. Gerlach  B. K. Holst, J. R. Clark, M. A. Blanco, S. Dalström, N. Edmondson, G. Gerlach, W. E. Higgins, J. M. Heaney, J. Katzenstein, H. L. P. Montealegre & F. Pupulin",G. A. Romero & G. Gerlach,1953,,,Search for specimens collected by G. Gerlach,"[no date] (5),  1989 (4),  1990 (1)",,,,,,,,,
"Gillespie, Lynn J.",,"[author note: CAY, US; Euphorbiaceae (Tragia)] [collector note: Euphorbiaceae; CR, MO, US] Research: Arctic flora; Poaceae, especially Poa and relatives; Euphorbiaceae. Example of Name Published: Croton vergarenae (Jabl.) L. J. Gillespie in Brittonia 45(1): 83. 1993.",132949 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0a13f7db-3713-4cfa-aa3a-0443b3a5e4c1,Lynn J. Gillespie,L. J. Gillespie,L.J.Gillespie,L. J. Gillespie,"Gillespie, Lynn J.",United States of America,"Costa Rica, Guyana",Spermatophytes,Phanerogams,"Novon; a Journal for Botanical Nomenclature. St. Louis, MO; Index Herb. (online)",Systematic Botany; Quarterly Journal of the American Society of Plant Taxonomists,,"Huft & L. J. Gillespie  R. J. Soreng, L. J. Gillespie & S. W. L. Jacobs  R. J. Soreng & L. J. Gillespie  L. J. Gillespie & H. Persaud","Huft & L. J. Gillespie  Soreng, L. J. Gillespie & S. W. L. Jacobs  Soreng & L. J. Gillespie",1955,,,Search for specimens collected by L. J. Gillespie,"1927 (1),  1989 (2)",,,,,,,,,
"Godínez, C.",,Coll. with D. Santamaria A.,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2253c413-fd99-4b31-ac19-7580429da4f2,,,,C. Godínez,"Godínez, C.",,Costa Rica,,Spermatophytes,,type (GH) Ternstroemia amistadensis Q. Jiménez & D. Santam.,,"D. Santamaria A., D. Solano, M. Moraga, C. Godínez & Alex. Rodríguez",,,,,,,2007,,,,,,,,
"Gómez, Carlos bis",,(CR) (MO),,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2a09e738-92e3-4508-b04b-a4ec67b98c53,,,,C. Gómez bis,"Gómez, Carlos bis",,Costa Rica,,Spermatophytes,,specimen (GH) Couepia polyandra (Kunth) Rose,,"B. E. Hammel, G. C. de Nevers & C. Gómez  G. C. de Nevers, B. E. Hammel & C. Gómez bis  B. E. Hammel, C. Gómez & I. A. Chacón",,1955,,,,,,,,,,,,,
"Gómez, Luis Diego",,"[author note: Tropical pteridophytes, Boletaceae, phytogeography, floristics] Example of Name Published: Cyathea alfonsiana L. D. Gómez in Amer. Fern J., 61: 166. 1971; Karatophyllum L. D. Gómez in Revista Biol. Trop., 20: 223. 1972.",183778 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/9c6ae5d8-1bc7-4119-99b1-6d8f1b53ec3d,"Gómez Pignataro, Luis Diego; Luis Diego Gómez",L. D. Goméz,L.D.Goméz,L. D. Goméz,"Gómez, Luis Diego",Costa Rica,,Fungi and Lichens; Pteridophytes; Spermatophytes,,"Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY; Authors of Plant Names. Royal Botanic Gardens, Kew; Death year from José González; Bol. Soc. Bot. México 86: 78-80. Jun 2010 (Photogr. & Biogr.).; Portr. inside front cover of Lankesteriana 10(1), 2010; Brenesia 73-74: 1-14. 2010 (incl. bibliog. and portr.); Revista Biol. Tropical 58(4): xix-xxi, 1093-1114. 2010 (obituary) (vide Stefan Dressler (FR))",,,"Nisman & L. D. Goméz  K. Barringer, E. A. Christenson & L. D. Gomez  C.A. Luer, A. Luer & L.D. Gómez",Nisman & L. D. Goméz  L. D. Gómez & Henk,,,,,,,1944,http://www.ots.ac.cr/index.php?option=com_content&task=view&id=136&Itemid=279,,,,2009,,
"Gómez-Laurito, Jorge",,"[author note: CR, F, USJ] [collector note: CR] Example of Name Published: icodendron Gómez-Laurito & L. D. Gómez, Ann. Missouri Bot. Gard. 76(4): 1148. 1989",145330 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d07e794c-2922-447d-b78f-b347a4768a32,Jorge Gómez-Laurito,Gómez-Laurito,Gómez-Laur.,J. Gómez-Laurito,"Gómez-Laurito, Jorge",Costa Rica,Costa Rica,Pteridophytes; Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Biography in: Brenesia 83-84: 4-15. 2015",Phytologia; Designed to Expedite Botanical Publication. New York,,"J. Gómez-Laurito, N. Zamora V., F. Almeda & B. Anderson  J. Gómez-Laurito & V. Mora  R. L. Liesner, E. J. Judziewicz, J. Gómez-Laurito, B. Pérez G. & A. Carvajal S.",,1947,2014,,,,,,,,,,,,
"Gonzalez Ramírez, José Angel",,"[author note: Tax., Ethnobot., Floristics] [collector note: B, CAS, CR, F, INB, K, MEXU, MO, USJ]",103220 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/cd63ff70-d446-4de2-92a6-313383f1de2f,"Gonzalez Ramírez, José Angel et alia; Jose Angel González Ramírez; Jose González Ramírez; José González Ramírez",J. A. González,J. A. González,J. A. González Ramírez,"Gonzalez Ramírez, José Angel",Costa Rica,"Costa Rica, Honduras",Spermatophytes,Phanerogams,Lankesteriana 8: 7. 2003; pers. comm.,Lankesteriana 8: 7. 2003.,,"J. A. González Ramírez et al.  J. A. González Ramírez & E. Hágsater  J. L. Tapia, C. M. Espadas Manrique & J. A. González Ramírez",,1969,,,,,,,,,,,,,
"Gonzalez, Luis A.",2004,"[author note: Inst. Nac. Biodiv. (INBio)] [collector note: CR, INB, MO]",145862 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0ea7e6ac-da24-43c0-82ba-a2642f6b2c11,"Gonzalez, Luis A. et alia; Luis A. González",L. A. González,L. A. González,L. A. González,"Gonzalez, Luis A.",Costa Rica,Costa Rica,Spermatophytes,Phanerogams,Sida 21(1): 97. 2004.,Lankesteriana 4(3): 183. 2004.,,L. A. González et al.,,,,,,,,,,,,,,,
"Grant, Jason R.",,"[author note: Types: ALA, US Research: Bromeliaceae Address: ALA] [collector note: ALA, BM, CLM, CR, F, G, GH, K, LOJA, MARY, MO, NEU, NY, P, QCA, QCNE, S, SBG, SEL, US, VDB]",115753 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/100453c5-4f92-46ee-b791-4d8c660c2d71,Jason R. Grant,J. R. Grant,J. R. Grant,J. R. Grant,"Grant, Jason R.",United States of America,"Costa Rica, Ecuador, Panama",Spermatophytes,Phanerogams,J. Bromel. Soc. 42: 19. 1992,J. Bromel. Soc. 42: 114. 1992,,"W. H. Wagner, Jr., J. R. Grant, F. S. Wagner, A. V. Gilman, P. F. Zika, H. W. Grant & W. L. Grant  J. R. Grant & J. R. Rundell  J. R. Grant & F. Oliva-Esteve  J. R. Grant & L. Struwe  M. T. Strong & J. R. Grant  I. A. Al-Shehbaz, J. R. Grant, R. Lipkin, D. F. Murray & C. L. Parker  Weaver & J. R. Grant","M. T. Strong & J. R. Grant  Al-Shehbaz, J. R. Grant, R. Lipkin, D. F. Murray & C. L. Parker  R. Weaver & J. R. Grant",1969,,,,,,,,,,,,,
"Grayum, Michael Howard",,"[author note: MO: Araceae, flora of Costa Rica] [collector note: Araceae: MO]",123244 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a3671a09-9f49-4224-8d16-5fd8ca3358a0,"Grayum, M. H.; Grayum, M. H. et alia; Grayum, Michael H.; Michael Howard Grayum",Grayum,Grayum,M. H. Grayum,"Grayum, Michael Howard","Costa Rica, United States of America","Costa Rica, United States of America",Pteridophytes; Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY","Index Herbariorum, ed. 8",,"B. E. Hammel, M. H. Grayum & L. J. Poveda  G. E. Schatz & M. H. Grayum  M. H. Grayum, J. H. Beach, & P. J. Sleeper  R. J. Evans & M. H. Grayum  M. H. Grayum & D. R. Perry  M. H. Grayum et al.  M. H. Grayum, P. J. Sleeper & R. Sleeper  B. E. Hammel, M. H. Grayum & G. C. de Nevers  M. H. Grayum, G. Herrera & R. J. Evans  G. Davidse, G. Herrera & M. H. Grayum  N. Zamora V., M. H. Grayum, G. Herrera & G. Umaña  M. H. Grayum & F. Chavarría  M. H. Grayum, C. Galdames & R. J. Evans  M. H. Grayum & B. Jacobs  M. H. Grayum, G. Herrera & P. J. Sleeper  M. H. Grayum & G. E. Schatz  M. H. Grayum & R. Chazdon  B. E. Hammel, R. Aguilar & M. H. Grayum  M. H. Grayum & J. Affolter  B. E. Hammel, M. H. Grayum, G. D. McPherson & Smith  M. H. Grayum & B. E. Hammel  M. H. Grayum, G. Herrera, A. Matute, A. & F. Chavarría  B. E. Hammel & M. H. Grayum  M. H. Grayum & R. J. Evans  M. H. Grayum & T. Gruner  M. H. Grayum, G. Herrera & R. Robles  M. H. Grayum & P. J. Sleeper  M. H. Grayum, G. Herrera & J. Berrocal  T. B. Croat & M. H. Grayum  M. H. Grayum, N. Zamora V. & Ramirez  M. H. Grayum, G. E. Schatz, G. Herrera, C. Valerín & F. Chavarría  Croat & Grayum  M. H. Grayum & C. Fleming  R. A. de J. Aguilar F., N. Martín, C. Formoso & M. H. Grayum  M. H. Grayum & N. Zamora V.  N. A. Zamora, B. E. Hammel & M. H. Grayum","Croat & Grayum  N. Zamora, Hammel & Grayum",1949,,,Search for specimens collected by M. H. Grayum,"1979 (2),  1980 (1),  1988 (1)",,,,,,,,,
"Greenman, Jesse More",,"[author note: Herbarium and types: GH, duplicates A, B, DS, E, F, L, MO, MONT, NY, US, W] [collector note: Costa Rica: GH (orig.). Mexico (1906): B, F, GH (orig.), L, US. United States (often et al.; CT, MA, MO, OH, RI, WV, etc.): A, B, DS, E, GH (orig.), L, MO, MONT, NY, US, W; Cambridge, Massachusetts residence circa 1900, 511 Garden St., ""Home address, 875 Doan St., Cleveland, Ohio""]",102750 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a98ffeaf-c399-4203-a2a4-93f6be5cec5e,Jesse More Greenman,Greenman,Greenm.,J. M. Greenman,"Greenman, Jesse More","Mexico, United States of America","Costa Rica, Mexico, United States of America",Pteridophytes; Spermatophytes,Phanerogams; Bryophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors E-H,,"B. L. Robinson, J. M. Greenman & M. L. Fernald  B. L. Robinson & J. M. Greenman  Robinson & Greenman  Greenman & C. H. Thompson  Greenman & N. Pfeiffer  Greenman & Conzatti  H. Robinson & Greenman  Robins & Greenman  B. L. Robinson & Greenman bis  Robinson & Greenman  M. L. Fernald & J. M. Greenman  B. L. Robinson, J. M. Greenman & H. v. Schrenk  J. M. Greenman & M. T. Greenman  B. L. Robinson & J. M. Greenman  Robinson; Greenman & Schrenk  J. M. Greenman, E. F. Williams & Sydney Harris  J. M. Greenman & M. L. Fernald  J. M. Greenman, H. v. Schrenk & B. L. Robinson  W. J. Miller & J. M. Greenman  E. F. Williams & J. M. Greenman  J. M. Greenman & J. M. Greenman Jr.  J. M. Greenman, O. E. Lansing, Jr. & R. A. Dixon  J. M. Greenman, M. E. Mathias & C. M. Lieneman  J. M. Greenman & M. E. Mathias",B. L. Robinson & Greenman  Robinson & Greenman  Greenman & C. H. Thompson  Greenman & N. Pfeiffer  Greenman & Conzatti  H. Robinson & Greenman  Robins & Greenman  B. L. Robinson & Greenman bis  Robinson & Greenman,1867,1951,Monogr. Senecio,Search for specimens collected by J. M. Greenman,"[no date] (1),  1877 (1),  1878 (2),  1889 (28),  1890 (4),  1891 (9),  1892 (4),  1895 (2),  1896 (49),  1897 (191),  1898 (275),  1899 (32),  1900 (13),  1901 (1),  1902 (7),  1903 (128),  1904 (347),  1905 (6),  1906 (26),  1907 (14),  1908 (10),  1909 (5),  1910 (18),  1911 (6),  1912 (58),  1913 (1),  1917 (1),  1918 (6),  1919 (2),  1922 (1),  1923 (26),  1925 (2),  1926 (1),  1928 (1),  1962 (1)",,,,,,,,,
"Grose, Susan Oviatt",,"Example of Name Published: Handroanthus arianeae (A. H. Gentry) S. O. Grose (2007). Research: Systematics & Evolution of Bignoniaceae [collector note: US, WTU]",189651 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a21590d3-5d7f-4e2d-a1a9-e17317eb5e57,Susan Grose Heydler (married name); Susan Oviatt Grose,S. O. Grose,S. O. Grose,S. O. Grose,"Grose, Susan Oviatt",United States of America,"Costa Rica, Dominican Republic, Guatemala, Guyana, Mexico, Nicaragua, Panama, United States of America",Spermatophytes,Phanerogams,Systematic Botany; Quarterly Journal of the American Society of Plant Taxonomists,pers. comm. from S. O. Grose,,,,1974,,,,,,,,,,,,,
"Hagsater, Eric",,"Research: Epidendrum [author note: Editor, Icones Orchidacearum; Orchidaceae] [collector note: AMES, AMO]",101309 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/eb3ba539-16f1-4a9e-b392-4814f38df7f7,"Eric Hágsater; Hagsater, Eric et alia; Hágsater, Eric Gartenberg",Hágsater,Hágsater,E. Hágsater,"Hagsater, Eric","Colombia, Costa Rica, Ecuador, Guatemala, Mexico, Panama, Peru","Colombia, Costa Rica, Ecuador, Guatemala, Mexico, Panama, Peru",Spermatophytes,Phanerogams,"Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY; Variant name from John Pacewicz","Index Herbariorum, ed. 8",,"E. Hágsater, O. Rodríguez, G. Bello Carranza & A. Kaessbohrer  R. L. Dressler, C. K. Horich & E. Hágsater  C. H. Dodson, E. Hagsater, D. Rubio & N. Revelo  C. H. Dodson, E. Hagsater, N. H. Williams, M. Whitten & F. L. Stevenson  F. López & E. Hágsater  S. Tsubota & E. Hágsater  E. Hágsater & C. K. Horich  E. Hágsater, C. H. Dodson, D. Rubio & N. Revelo  G. A. Aguirre, S. Restrepo & E. Hágsater  G. Chauvet & E. Hágsater  E. Valencia & E. Hágsater  E. Acevedo & E. Hágsater  E. Hágsater, C. H. Dodson, N. H. Williams, W. M. Whitten, A. Embree, F. L. Stevenson & R. M. Chandler  E. Hágsater & R. L. Dressler  R. L. Dressler & E. Hagsater  C. H. Dodson, E. Hagsater & D. Rubio  H. Angarita & E. Hágsater  W. Rauh & E. Hágsater  C. H. Dodson, E. Hagsater, N. H. Williams, A. Embree & F. L. Stevenson  W. Thurston, B. Thurston & E. Hágsater  E. Hágsater et al.  E. Hágsater, R. L. Dressler & J. P. Folsom  J. Portilla & E. Hágsater  R. Triay & E. Hagsater  G. C. Kennedy & E. Hágsater  E. Hagsater, C. H. Dodson & A. C. Hirtz  E. Hágsater, A. Vásquez del Mercado, S. Botello & E. Obregón  C. H. Dodson, E. Hagsater, D. Rubio & Rivera  J. L. Aguirre & E. Hágsater  E. Hágsater, C. K. Horich, R. L. Dressler, W. Thurston & B. Thurston  C. H. Dodson, N. H. Williams, E. Hagsater & M. Whitten  B. Thurston & E. Hágsater  E. Ferreira da Silva & E. Hágsater  E. Hagsater, C. H. Dodson, P. Dodson & A. C. Hirtz  E. Hágsater, P. O. Valdivieso, G. R. Schnitter & C. L. Patiño de Ruiz  V. P. Castro & E. Hágsater  J. A. González Ramírez & E. Hágsater  C. H. Dodson, E. Hagsater, N. H. Williams, F. L. Stevenson, A. Embree & M. Whitten  C. H. Dodson, E. Hagsater & A. C. Hirtz  E. Hágsater, C. H. Dodson, N. H. Williams, W. M. Whitten & F. G. Thompson  G. R. Schnitter & E. Hágsater  E. Hágsater, R. L. Dressler & C. Castro  C. K. Horich & E. Hágsater  E. Hágsater & C. H. Dodson  Hágsater & Dodson  Hágsater & R. González  Dressler & Hágsater  Hágsater & Holman  Hágsater & Dressler  Hágsater & García-Cruz  Castano, Hágsater & E. Aguirre  Hágsater & Carnevali  R. González & Hágsater  E. Hágsater & E. Santiago  E. Hágsater & Lester Lapo  E. Hágsater & C. H. Dodson  E. Hágsater & L. M. Sánchez  J. D. Ackerman & E. Hágsater  E. Hágsater & F. R. Stermitz  Carnevali & Hágsater  E. Hágsater & M. A. Díaz  L. M. Sánchez & E. Hágsater  E. Hágsater & Dickinson  C. H. Dodson, P. M. Dodson, A. C. Hirtz, X. Hirtz & E. Hágsater  C. H. Dodson & E. Hagsater  E. Hágsater & G. A. Salazar Chavez  E. Hágsater, C. C. Rincón-Useche & O. A. Pérez-Escob.  G. R. Chiron, E. Hágsater & L. M. Sánchez  E. Hágsater, R. Fernandez G. & E. Santiago  E. Hágsater, E. Santiago & C. H. Dodson  E. Hágsater, C. J. García-Cruz & L. M. Sánchez  E. Perez G. & E. Hagsater  G. A. Romero, G. Carnevali & E. Hagsater","Hágsater & Dodson  Hágsater & R. González  Dressler & Hágsater  Hágsater & Holman  Hágsater & Dressler  Hágsater & García-Cruz  Castano, Hágsater & E. Aguirre  Hágsater & Carnevali  R. González & Hágsater  Hágsater & E. Santiago  Hágsater & Dodson  Hágsater & L. Sánchez  Ackerman & Hágsater  Hágsater & Stermitz  Carnevali & Hágsater  Hágsater & M. A. Díaz  L. Sánchez & Hágsater  Hágsater & Salazar  Hágsater, C. C. Rincón-Useche & O. Pérez  G. R. Chiron, E. Hágsater & L. M. Sánchez  Hágsater, R. Fernandez G. & E. Santiago  Hágsater, E. Santiago & Dodson  Hágsater, C. J. García-Cruz & L. Sánchez  Perez-Garcia & Hagsater  G. A. Romero, Carnevali & Hagsater",,,Icon. Orchid.,Search for specimens collected by E. Hágsater,"[no date] (4),  1970 (3),  1971 (1),  1972 (3),  1973 (2),  1974 (1),  1975 (3),  1976 (6),  1977 (6),  1978 (2),  1980 (1),  1981 (4),  1982 (2),  1983 (2),  1984 (3),  1985 (2),  1986 (1),  1987 (2),  1988 (1),  1990 (1),  1998 (1),  2000 (1)",,1945,,,,,,,
