ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,taxon_3_IdeTaxonRef_key,taxon_3_taxon_irn,taxon_3_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab
1402,http://fm-digital-assets.fieldmuseum.org/708/565/V0214373F.jpg,2937768,V0214373F,652076.0,,Sebastiania,klotzschiana,,,,1014c,1930-02-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1409.0,70015.0,69978.0,,,,,,,1442.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,http://fm-digital-assets.fieldmuseum.org/708/617/V0214424F.jpg,2938317,V0214424F,940867.0,,Sebastiania,brasiliensis,,,,340,1934-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1410.0,69985.0,69978.0,,,,,,,1443.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,http://fm-digital-assets.fieldmuseum.org/708/618/V0214425F.jpg,2938318,V0214425F,940827.0,,Sebastiania,brasiliensis,,,,121,1934-03-28,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1411.0,69985.0,69978.0,,,,,,,1444.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,http://fm-digital-assets.fieldmuseum.org/708/636/V0214442F.jpg,2938321,V0214442F,864871.0,,Sebastiania,brasiliensis,,,,1005e,1933-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1412.0,69985.0,69978.0,,,,,,,1445.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,http://fm-digital-assets.fieldmuseum.org/708/665/V0214471F.jpg,2938320,V0214471F,941066.0,,Sebastiania,brasiliensis,,,,320,1934-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1413.0,69985.0,69978.0,,,,,,,1446.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,http://fm-digital-assets.fieldmuseum.org/708/693/V0214499F.jpg,2937908,V0214499F,940844.0,,Sebastiania,schottiana,,,,555,1935-04-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1414.0,70041.0,69978.0,,,,,,,1447.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,http://fm-digital-assets.fieldmuseum.org/708/764/V0214578F.jpg,2938577,V0214578F,940841.0,,Sebastiania,,,,,497,1935-03-29,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1415.0,69978.0,89741.0,,,,,,,1448.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,http://fm-digital-assets.fieldmuseum.org/708/767/V0214581F.jpg,2938584,V0214581F,696488.0,,Sebastiania,,,,,18125,1924-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1416.0,69978.0,89741.0,,,,,,,1449.0,205294.0,J. Schroeder,J. Schroeder,J.,,Schroeder,Person,Botany Master,ASA Botanist ID 140749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,http://fm-digital-assets.fieldmuseum.org/708/768/V0214582F.jpg,2938586,V0214582F,940824.0,,Sebastiania,,,,,1115,1937-10-03,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1417.0,69978.0,89741.0,,,,,,,1450.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,http://fm-digital-assets.fieldmuseum.org/709/002/V0214815F.jpg,2938815,V0214815F,876617.0,,Sebastiania,,,,,3908,1936-11-15,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1418.0,69978.0,89741.0,,,,,,,1451.0,14930.0,Angel L. Cabrera,A. L. Cabrera,Angel,Lulio,Cabrera,Person,Botany Master,ASA Botanist ID 100710,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,http://fm-digital-assets.fieldmuseum.org/710/412/V0217804F.jpg,2937087,V0217804F,39193.0,,Sebastiania,brasiliensis,,,,,1878-10-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1419.0,69985.0,69978.0,,,,,,,1452.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,http://fm-digital-assets.fieldmuseum.org/710/413/V0217805F.jpg,2937088,V0217805F,39194.0,,Sebastiania,brasiliensis,,,,104,1877-07-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1420.0,69985.0,69978.0,,,,,,,1453.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,http://fm-digital-assets.fieldmuseum.org/710/602/V0217993F.jpg,2937629,V0217993F,2173198.0,,Sebastiania,klotzschiana,,,,18208,1995-01-19,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1421.0,70015.0,69978.0,,,,,,,1454.0,73031.0,Troels M. Pedersen,T. M. Pedersen,Troels,Myndel,Pedersen,Person,Botany Master,ASA Botanist ID 127274,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,http://fm-digital-assets.fieldmuseum.org/716/252/V0215170F.jpg,2940281,V0215170F,950324.0,,Tragia,pseudomelochioides,,,,B-2589,1938-03-19,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1422.0,78941.0,45087.0,,,,,,,1455.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,http://fm-digital-assets.fieldmuseum.org/716/253/V0215171F.jpg,2940283,V0215171F,920630.0,,Tragia,pseudomelochioides,,,,B-2506,1938-02-19,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1423.0,78941.0,45087.0,,,,,,,1456.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,http://fm-digital-assets.fieldmuseum.org/749/814/V0242854F.jpg,2942175,V0242854F,1004193.0,,Sida,rhombifolia,,,,731,1936-04-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1424.0,71759.0,95874.0,,,,,,,1457.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,http://fm-digital-assets.fieldmuseum.org/749/858/V0242889F.jpg,2942172,V0242889F,564405.0,,Sida,rhombifolia,,,,180A,1926-02-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1425.0,71759.0,95874.0,,,,,,,1458.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,http://fm-digital-assets.fieldmuseum.org/749/913/V0242933F.jpg,2942169,V0242933F,2217418.0,,Sida,rhombifolia,,,,16278,1997-04-05,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1426.0,71759.0,95874.0,,,,,,,1459.0,73031.0,Troels M. Pedersen,T. M. Pedersen,Troels,Myndel,Pedersen,Person,Botany Master,ASA Botanist ID 127274,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,http://fm-digital-assets.fieldmuseum.org/750/063/V0243078F.jpg,2942598,V0243078F,864885.0,,Sida,spinosa,,,,1376,1910-02-10,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1427.0,71781.0,95874.0,,,,,,,1460.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,http://fm-digital-assets.fieldmuseum.org/750/101/V0243116F.jpg,2942656,V0243116F,2128952.0,,Sida,tuberculata,,,,15644,1991-03-01,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1428.0,71796.0,95874.0,,,,,,,1461.0,73031.0,Troels M. Pedersen,T. M. Pedersen,Troels,Myndel,Pedersen,Person,Botany Master,ASA Botanist ID 127274,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,http://fm-digital-assets.fieldmuseum.org/750/226/V0243241F.jpg,2942761,V0243241F,912275.0,,Sida,urticifolia,,,,B-725,1936-12-18,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1429.0,71801.0,95874.0,,,,,,,1462.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,http://fm-digital-assets.fieldmuseum.org/716/254/V0215172F.jpg,2940285,V0215172F,932974.0,,Tragia,pseudomelochioides,,,,B-2580,1938-02-23,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1430.0,78941.0,45087.0,,,,,,,1463.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,http://fm-digital-assets.fieldmuseum.org/716/255/V0215173F.jpg,2940287,V0215173F,1003744.0,,Tragia,pseudomelochioides,,,,4226,1938-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1431.0,78941.0,45087.0,,,,,,,1464.0,47571.0,Juan P. Gallinal H.,J. P. Gallinal H.,Juan,P.,Gallinal H.,Person,Botany Master,ASA Botanist ID 112164,,,,1465.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
1425,http://fm-digital-assets.fieldmuseum.org/716/256/V0215174F.jpg,2940292,V0215174F,932975.0,,Tragia,pseudomelochioides,,,,B-2337,1937-11-29,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1432.0,78941.0,45087.0,,,,,,,1466.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,http://fm-digital-assets.fieldmuseum.org/716/295/V0215213F.jpg,2940305,V0215213F,919366.0,,Tragia,uberabana,,,,B-2565,1938-11-20,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1433.0,78946.0,45087.0,,,,,,,1467.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,http://fm-digital-assets.fieldmuseum.org/710/295/V0217690F.jpg,2936910,V0217690F,1534772.0,,Sapium,,,,,21303,1944-01-14,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1434.0,89735.0,89741.0,,,,,,,1468.0,37196.0,Harley H. Bartlett,H. H. Bartlett,Harley,Harris,Bartlett,Person,Botany Master,ASA Botanist ID 102756,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,http://fm-digital-assets.fieldmuseum.org/710/296/V0217691F.jpg,2936911,V0217691F,1534620.0,,Sapium,,,,,21242,1943-12-20,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1435.0,89735.0,89741.0,,,,,,,1469.0,37196.0,Harley H. Bartlett,H. H. Bartlett,Harley,Harris,Bartlett,Person,Botany Master,ASA Botanist ID 102756,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,http://fm-digital-assets.fieldmuseum.org/716/246/V0215164F.jpg,2940394,V0215164F,919365.0,,Tragia,pinnata,,,,2565,1937-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1436.0,565701.0,45087.0,,,,,,,1470.0,47571.0,Juan P. Gallinal H.,J. P. Gallinal H.,Juan,P.,Gallinal H.,Person,Botany Master,ASA Botanist ID 112164,,,,1471.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
1430,http://fm-digital-assets.fieldmuseum.org/716/247/V0215165F.jpg,2940392,V0215165F,919361.0,,Tragia,pinnata,,,,2871,1937-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1437.0,565701.0,45087.0,,,,,,,1472.0,47571.0,Juan P. Gallinal H.,J. P. Gallinal H.,Juan,P.,Gallinal H.,Person,Botany Master,ASA Botanist ID 112164,,,,1473.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
1431,http://fm-digital-assets.fieldmuseum.org/716/248/V0215166F.jpg,2940390,V0215166F,911848.0,,Tragia,pinnata,,,,B-903,1937-01-21,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1438.0,565701.0,45087.0,,,,,,,1474.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,http://fm-digital-assets.fieldmuseum.org/716/249/V0215167F.jpg,2940386,V0215167F,919363.0,,Tragia,pinnata,,,,2157,1937-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1439.0,565701.0,45087.0,,,,,,,1475.0,47571.0,Juan P. Gallinal H.,J. P. Gallinal H.,Juan,P.,Gallinal H.,Person,Botany Master,ASA Botanist ID 112164,,,,1476.0,17783.0,Bernardo Rosengurtt,B. Rosengurtt,Bernardo,,Rosengurtt,Person,Botany Master,ASA Botanist ID 100208,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
1433,http://fm-digital-assets.fieldmuseum.org/710/061/V0217457F.jpg,2936656,V0217457F,1319333.0,,Sapium,montevidense,,,,1720b,1947-11-27,1947-11-29,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1440.0,565548.0,89735.0,,,,,,,1477.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,http://fm-digital-assets.fieldmuseum.org/740/535/V0241648F.jpg,2934598,V0241648F,1865429.0,,Pavonia,nana,,,,11209,1964-01-19,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1441.0,565483.0,95867.0,,,,,,,1478.0,15590.0,Antonio Krapovickas,A. Krapovickas,Antonio,,Krapovickas,Person,Botany Master,ASA Botanist ID 106658,,,Collector (Botany),1479.0,19394.0,Carmen L. Cristóbal,C. L. Cristóbal,Carmen,Lelia,Cristóbal,Person,Botany Master,ASA Botanist ID 127633,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
1435,http://fm-digital-assets.fieldmuseum.org/749/402/V0242523F.jpg,2941111,V0242523F,297584.0,,Sida,flavescens,,,,,1892-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1442.0,565688.0,95874.0,,,,,,,1480.0,20061.0,Carl E. O. Kuntze,O. Kuntze,Carl,Ernst Otto,Kuntze,Person,Botany Master,ASA Botanist ID 101450 | 147247,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,http://fm-digital-assets.fieldmuseum.org/750/361/V0243376F.jpg,2943426,V0243376F,572856.0,,Sphaeralcea,cisplatina,,,,1036,1927-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1443.0,565735.0,286411.0,,,,,,,1481.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,http://fm-digital-assets.fieldmuseum.org/750/362/V0243377F.jpg,2943427,V0243377F,1322330.0,,Sphaeralcea,cisplatina,,,,1036c,1946,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1444.0,565735.0,286411.0,,,,,,,1482.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,http://fm-digital-assets.fieldmuseum.org/750/380/V0243395F.jpg,2943446,V0243395F,864615.0,,Sphaeralcea,decipiens,,,,76c,1932-10-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1445.0,565738.0,286411.0,,,,,,,1483.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,http://fm-digital-assets.fieldmuseum.org/750/381/V0243396F.jpg,2943438,V0243396F,696499.0,,Sphaeralcea,decipiens,,,,22359,1931-10-24,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1446.0,565738.0,286411.0,,,,,,,1484.0,22587.0,Cornelius Osten,C. Osten,Cornelius,,Osten,Person,Botany Master,ASA Botanist ID 102715,,Corn. Osten,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,http://fm-digital-assets.fieldmuseum.org/754/546/V0254215F.jpg,2956126,V0254215F,864606.0,,Casearia,sylvestris,,,,1668,1933-11-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1447.0,14757.0,90695.0,,,,,,,1485.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,http://fm-digital-assets.fieldmuseum.org/754/547/V0254216F.jpg,2956125,V0254216F,864624.0,,Casearia,sylvestris,,,,95869,1935-09-27,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1448.0,14757.0,90695.0,,,,,,,1486.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,http://fm-digital-assets.fieldmuseum.org/797/231/V0249038F.jpg,2961391,V0249038F,1004237.0,,Dicliptera,tweediana,,,,1449,1937-11-21,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1449.0,24691.0,83422.0,,,,,,,1487.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,http://fm-digital-assets.fieldmuseum.org/797/233/V0249040F.jpg,2961390,V0249040F,1004258.0,,Dicliptera,tweediana,,,,339,1934-12-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1450.0,24691.0,83422.0,,,,,,,1488.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,http://fm-digital-assets.fieldmuseum.org/797/319/V0249112F.jpg,2961098,V0249112F,667539.0,,Dyschoriste,humilis,,,,4963,1907-12-08,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,1451.0,26628.0,284079.0,,,,,,,1489.0,55589.0,Mariano B. Berro,M. B. Berro,Mariano,B.,Berro,Person,Botany Master,ASA Botanist ID 147441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
